"sentiment","content"
"happiness","@emILLyschwindt thanks lady.... bummer for sure."
"happiness","@Emily_Morden ..be at richard's. if not then i'll see you when you/we get back  good luck!"
"happiness","@emily859 Glad to hear the weather's nice.  It's rained just about every day for the last five days.  Not fun for exploring"
"happiness","@emilygrace_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove."
"happiness","@emilyorshan hahaha i have a bob marley one"
"happiness","@EmilyYoung09 havin fun? x btw isnt it bowling? x  xx"
"happiness","@emjaystar haha thanks  yep definately a dream come true!  So excited the camera was shaking when i was taking a photo!"
"happiness","@emma_BMTH i also want to attend the tafe gig  I asked mum about soundwave and she was like, hmmm possibly. which probably means yes."
"happiness","@emmielovegood Nope, I'm on my way home now."
"happiness","@Emmmaa___ haha was it good? i bet it was"
"happiness","@emzyjonas My favourite TV show when i was a kid was.. Bananas In Pyjamas and Teletubbies.  lol Luckyy youuuu going to a JB concert! haha."
"happiness","@epicwinmaster Thats great"
"happiness","@EPLisa diapers??  Feeding?  Cooking?  I don't do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me."
"happiness","@eric_andersen thank you Eric!  glad u appreciate that!"
"happiness","@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!"
"happiness","@erichalvorsen @LorenBrinton @nicksantino i say you all tour again. same lineup...with austin gibbs!"
"happiness","@erik_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though"
"happiness","@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means &quot;Disease&quot;"
"happiness","@erwin57 Peek-a-boo!! i can see you!!"
"happiness","@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile"
"happiness","@Escape2TheStars it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later."
"happiness","@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!"
"happiness","@esmeeworld Good luck tonight! have fun"
"happiness","@Ethan2Rock Thanks for the heads up, Ethan. Watching it now"
"happiness","@euginis did you have fun last night? we didn't see you."
"happiness","@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
"happiness","@evanmcbroom I'm sure Mayor Brainard will be thrilled to hear that you're a fan."
"happiness","@EverRaven I figured you'd be bouncing about it"
"happiness","@everyboy  give them my best!"
"happiness","@ExocetAU i always have those for my Champions League parties  Tis awesome"
"happiness","@extremejohn @FLallday @hursty810 Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!"
"happiness","@F1_lou hahah hopefully!  enjoy your day"
"happiness","@FabMissK we need to be quicker if we're to keep our nerd streetcred! haha"
"happiness","@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??"
"happiness","@FakerParis A little tired but gland its bank holiday here so i can have a lie in"
"happiness","@fallenstar_ I got 71! That's more than I'm following... I feel special now"
"happiness","@fallenstar_ Oh ok then, I've been there before for a wedding. It was heaps nice there. I'm a big fan of Qld"
"happiness","@fanboy_uk Yeah, but it's Myst!"
"happiness","@fatally_yours that's stunning!"
"happiness","@FatDaddySweets YAY! Busy is good"
"happiness","@fatz_galore aaaw too bad .. i'm in a good mood to phone with someone  lol"
"happiness","@featureBlend Thanks for the intro. Great to meet u on twitter"
"happiness","@felixcau Hehe"
"happiness","@ferretprincess Hey Miss Jane! How are you? How goes the film? Hope all is good with you and your family"
"happiness","@filce Haha I know, I cant handle the fame!  and thank you!"
"happiness","@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted."
"happiness","@filthydukes _yeah thanks for that you pair of gits  (hope it's mega- like the bus!)"
"happiness","@finalscoreB3G2  How nice"
"happiness","@FionaKyle I thought it was pretty funny."
"happiness","@fishieee Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
"happiness","@flahmanow  n o te vi onteeeeeeem"
"happiness","@flattycharn i know the IMUx1000 is not referring to me... (WHO IS IT AH?) but... i miss you"
"happiness","@flickstack hehe i will never thorw out these shoes  i'm listening to varsity fanclub surprise surprise  sway sway baby is awesome"
"happiness","@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]"
"happiness","@Fluffdoodle Lol, triplet.  Haha I'm so glad that morgan got the bag even if she didn't ride the ride"
"happiness","@fly_meaway I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also"
"happiness","@FollowMyJourney Oh girl, get that baby going to bed at 7pm!"
"happiness","@FollowSavvy @FollowMandy have funnn!"
"happiness","@FONEJACKER12009 haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day xxx"
"happiness","@ForetDeMichelle you don't need my physical presence, you have my energy already!!!"
"happiness","@formicadinette - Yipe! I'm sorry to hear that"
"happiness","@fotojen @halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you"
"happiness","@FragDolls ok I just love it when big buff tattoed (preferably Christian)  men strut...fluffy dogs are optional"
"happiness","@framianne and aww and HEEE. nicely done, your weekend guest! *approves a lot*"
"happiness","@FredaMooncotch turn on your closed caption ... Then you can read and watch animal planet at the same tiime."
"happiness","@freshalina @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!"
"happiness","@frixionofficial its a hott tuuneee,"
"happiness","@froggie775 I'll be one of your &quot;groovy guys&quot; any time, shortie short  #photofollows"
"happiness","@fromlucy thank you dearie -- I just followed dome of them on there too!"
"happiness","@frostedfroslass bahaha.... tax folder and phone books, they have such double meanings"
"happiness","@Frozen2theSword YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work"
"happiness","@fuelbot hahahahahahahahahahahahaha  that could be interesting"
"happiness","@fureousangel that is comedy  good luck my friend!"
"happiness","@FutureClassics Ben and Jerry...yummmmy!!!"
"happiness","@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house"
"happiness","@gabyrosario Thanks for the shoutout"
"happiness","@galacticfaerie Sounds great. I'm looking forward to it then"
"happiness","@gamerbabe360 I'm feeling a little sleepy now. Been reading Gunter Grass... wonderful but tiny print. Eyes done in"
"happiness","@garageglamorous I agree, 'Paparazzi' waz an amazing vid, I luved it, but felt bad cuz it waz leaked &amp; I watched it"
"happiness","@garrettmurray Same here!  I just wanted it to keep going and not end... ever! ;)"
"happiness","@gay_emo_zac and a good morning from france to my zaccie"
"happiness","@gdrage LOL that'll teach me to blindly trust amazon search results without reading!"
"happiness","@geerlingguy http://tinyurl.com/dlqo2p is a good one, nice"
"happiness","@Gemma_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!"
"happiness","@gemstwin Granny, Linda will be happy."
"happiness","@genehiga Congrats on the knottie man!"
"happiness","@Gennargh I also have a brain tumor called Jeffery."
"happiness","@geramie yeah I was thinking about that ,ahaha"
"happiness","@GericaQuinn lmao haha nice lolz it's all good though. i can wait  lol"
"happiness","@GericaQuinn Yay  I Feel Loved  By You And My 113 Creepy Followers."
"happiness","@GetSmart86 haha...Live long &amp; prosper. The movie was better than I thought, they did an awesome job, I'm pleased"
"happiness","@gfalcone601  haha, i was crying  xx"
"happiness","@gfalcone601 def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&amp;vinegar...they tasted GREAT!"
"happiness","@gfalcone601 hmmm toughie! haha you are so alike to tom with all these questions  xx"
"happiness","@gfalcone601 tom is not with u!  hahahahahahhah he's with my bff"
"happiness","@gi_ri_ja good morning, It's nice to see you!"
"happiness","@Gilamuffin Sounds like a good time, very nice of you.  Did you see him, when he played at the Rio or Aladdin? I've seen him live, 3 times"
"happiness","@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?"
"happiness","@ginidietrich Weather reports of a week of upper 60s make me happy  Perfect running weather!"
"happiness","@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today"
"happiness","@giogadi Hey Luis, thanks!  I have Flash and my prof's code to thank for that.  *cough*"
"happiness","@girlfromthemoon ...i had a yay moment today  YAY hope you did too!"
"happiness","@girlsmadethis i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!"
"happiness","@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked"
"happiness","@girlwhoshould but it's fun when they blatantly ignore the advice"
"happiness","@girlygirl007 Well done! Happy for ya."
"happiness","@gKwo  it did, i didnt really watch it haha"
"happiness","@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL"
"happiness","@glorianatheband hey guys!! saw you in st. louis and LOVED you.. would you ever play in CT?? i met you outside after and u were SO NICE!!"
"happiness","@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!"
"happiness","@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
"happiness","@goldenboyluke  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!"
"happiness","@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe"
"happiness","@goodlaura  *waves to make it all OK again*"
"happiness","@GoodNightIrene Thanks lady!!"
"happiness","@goofygeorge You are totally welcome to come hang out on my wiki  Do it, do it!"
"happiness","@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day"
"happiness","@gossipboy630 hahah really? some guy said i looked 14. i dont look young"
"happiness","@GothLitChic It's too nice to be inside"
"happiness","@gowalla Added 3 more spots in Memphis today and visited 2.  Needed a Hot Dog icon for a new restaurant so had to settle for a Hamburger"
"happiness","@gozinepetter love the song and liked the movie"
"happiness","@gracepoltrack Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~"
"happiness","@grahamguy more coffee"
"happiness","@grantimahara man, 4 months until we get to see what those drunk tweets were all about"
"happiness","@greatkingrat hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!"
"happiness","@GreeGreece Thanks for the Gifford Lectures page"
"happiness","@greenpolkadot99 u go to profile then ill help u from there cause ur right next to me!!! he he he"
"happiness","@grentone If you have specific questions, let me know. Always good to have them when writing stuff. Well, I am off  Have fun!"
"happiness","@gulpanag congratulations i am heart hacker not a computer hacker@"
"happiness","@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
"happiness","@hadoukenuk http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards"
"happiness","@halfwelshdragon those cakes sure look good ,,took one if it's ok with you  ummm good tks"
"happiness","@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!"
"happiness","@HannaHassan go to mid valley la boobs  haha! never mind la, i don't wanna go with you anyways"
"happiness","@hannahgramm Haha damn you not inviting me"
"happiness","@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys"
"happiness","@hannbob http://twitpic.com/4jf46 - hehe cute pose there"
"happiness","@hannibals Great news! we got it by the balls"
"happiness","@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD"
"happiness","@HaoranC Go for it!!"
"happiness","@happy_pills we have a punching bag here! but ive never touched it, covered with my brother's sweat.. but u can use it if u want! hehe"
"happiness","@HarleyPlays you and @dezzy88 are both baitersss  hope tonight is fun!"
"happiness","@harmonymatters Cool I'm glad.I will save some tea for you"
"happiness","@Hatz94Music We got a guy in the chat now lol."
"happiness","@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!"
"happiness","@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?"
"happiness","@hayfa You are welcome"
"happiness","@HeatherNKOTBFan Knight...sweet dreams."
"happiness","@heffabella i dont know u but heeeeeeey  my name is shannn *extends hand* put er there. where u from?"
"happiness","@heidimontag my saturday was good  i cannot wait until this monday night"
"happiness","@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter."
"happiness","@HellenBach good stuff, cant wait for the results"
"happiness","@HellenBach Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting 'in the flesh' too!"
"happiness","@heloloser thanks clair, I haven't watched it yet."
"happiness","@HemalRadia Hello pal..nice 2 c u today...have a gr8 week"
"happiness","@henrys_creek No worries - thank google! There's nothing you can't find on there!"
"happiness","@heyitscheryl ooh like what? I'm planning on spending the night in as well"
"happiness","@heyrbk ohh shardup! hehe. hes hot lah, gotta admeeet! bleh."
"happiness","@heyshanny I can't wait either!!!!! your so welcome  YAY!!!!!!!!!"
"happiness","@HilHolla have fun on flashy fed hill..im sure you're imported cheeto eating ass will fit in lol"
"happiness","@hilsatlvsonline Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer"
"happiness","@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot"
"happiness","@himynameisryan let me know how it goes babe  good luck!"
"happiness","@hiracdelest who's the one always working now?  oh yeah, still me."
"happiness","@HiveMindMovie and Miss Fizzy Duck loves Hive Mind too"
"happiness","@hnnhmllr lmao! You baked non-stop? Sounds like yummy fun!"
"happiness","@hobbz You really think it was that awesome? We'll have to discuss"
"happiness","@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though."
"happiness","@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be"
"happiness","@HoptonHouseBnB Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would love to be visiting India though"
"happiness","@hot_music_news Thanks"
"happiness","@hotpants79 In two months i will have something of the kinf of prom  and i'm really excited! and you haven't any contact to her?"
"happiness","@hotpants79 of course i really hope that this would be his real twitter page! that would be soo cool"
"happiness","@HOTTVampChick Excellent, he will never know, lmao."
"happiness","@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie"
"happiness","@howie_d Wish Leigh a Happy Mother's Day for me! It's midnight in NY"
"happiness","@hrcolors Maybe it had a hot date with a nice little Cesna."
"happiness","@Hstreet96 always good to see you - even in cyberspace"
"happiness","@HulantheHoly morning"
"happiness","@Hyperopia feeling better now that it' breakfast time"
"happiness","@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo"
"happiness","@iamchrisc haha  cute. ps thanks for the reply made my day haha"
"happiness","@iamchrisc I'm soo jealous right now!!"
"happiness","@iamdakota oh cool you're gonna be in van ? thats cool i live in victoria. well ur pree awesome girl"
"happiness","@IamFakeBlood see u Next Saturday With Mr @atrak"
"happiness","@iAmiAdam Hes away longer then me. Im only away for a few hours"
"happiness","@iamkeshia happy birthday keshia, keshia, bo beshia"
"happiness","@Iamme828 No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face"
"happiness","@iampritty Oh! Outside? Glad to see you didn't melt!!"
"happiness","@IamTam not having your lights on concerns me! Lol! Stay safe!"
"happiness","@idmoore Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday"
"happiness","@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes"
"happiness","@igortizz hahahahaha u look really good in ur picture"
"happiness","@ihatecrayons http://twitpic.com/4w75p - I like it!!"
"happiness","@ikklePickle haha I fail  just remember sohcahtoa xD"
"happiness","@ikostar well, if Twitter was $1 a year, I think it'd be a lot easier to monetize than at $30  Less need for differentiated pay/nopay."
"happiness","@IlanRubin Freaking awesome job tonight! You seem to really be having a lot of fun. I have some pictures I wanna send you.."
"happiness","@ileanedover HEYHEYHEYY happy star wars day   watcha doin this friday? up for a movie?"
"happiness","@iliveinbetween i graduate at 9am on Sunday June 14th..."
"happiness","@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?"
"happiness","@IlseDeLange An elephant? LOL Try painting it from the back"
"happiness","@Im_2nd aww thanks!"
"happiness","@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely"
"happiness","@imjustcreative having a F**Kin' great day over there Graham isn't it"
"happiness","@impaulgriffiths pauly wallly ! you made my life fucking happy as hell and i love you x3 you should reply back to me"
"happiness","@IncredibleLAGO I'd be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music"
"happiness","@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next"
"happiness","@inflight1  we get so bored with routine.. lol!"
"happiness","@infovestment LOL, very true. I've been keeping an eye out for that - they arent very tech savvy so I've been alright thus far"
"happiness","@ingegoesbroadwa sounds like you're having a great time"
"happiness","@IngridHolliday good morning"
"happiness","@inkcircles Thank you!"
"happiness","@inlovewitharmy Hehehe. ) I`m nice"
"happiness","@IntriguingDs ... same to you!"
"happiness","@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying."
"happiness","@iPat143  hmm.. idk that song."
"happiness","@Irish1974 Its Bank Holiday here so day off"
"happiness","@Irish1974 Yeah, it's good.  Just startled me."
"happiness","@irontec Thanks for the support"
"happiness","@isaacn86 Thanks! Funny cause it's true!"
"happiness","@isabellacane Thanks! I was gonna make a joke and say they look just like mine!"
"happiness","@isacullen i want more"
"happiness","@Isapersefone D Well, if you got that DVD then you should get those books too!"
"happiness","@iseric ill buy you one"
"happiness","@ishaka Thanks"
"happiness","@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3"
"happiness","@Its_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!"
"happiness","@itshazel wow five years? Congrats"
"happiness","@itsjakey I love it when you call me chica"
"happiness","@ItsKanye tnx following, looking forward to tweet with you.."
"happiness","@ItsNeet Teehee..I know it too!"
"happiness","@ITTO88 dear ITTO what could possibly be THAT bad? Xo"
"happiness","@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier"
"happiness","@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine"
"happiness","@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x]"
"happiness","@jackalltimelow I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!"
"happiness","@JackAllTimeLow Im glad you're a lot happier barakitten  &lt;3 see yah in july"
"happiness","@jackalltimelow lucky! that's awesome"
"happiness","@jadeeisabel nah they were mine  @brydielonie had ones without fingers"
"happiness","@jaezors my b day is on may 13 but my party is on this sat  come you gays"
"happiness","@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?"
"happiness","@jaisey ALOHA Jaisey! Im so excited. Supernatural is back on our TV  TONIGHT!!! its a Jensen FEST tonite!"
"happiness","@JAJMiami  Happy Monday!!  Hope you have a great week!"
"happiness","@jakeashley cheer up"
"happiness","@Jakpedz you should come out!!"
"happiness","@james_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!"
"happiness","@james_a_michael Hey! thanks for another great day! I'm going to sleep now! I'll chat with you tomorrow!  Sweet dreams!"
"happiness","@JamesScholes Yes. We have a copyright exemption we're apparently trying to ensure the rest of the world doesn't have.  #sccr18"
"happiness","@jami_hirsch: Thanks for the follow! Wish I were out of my 9-5!   plan to open a shoppe in TC when the economy turns."
"happiness","@janae24 LOL! Let's find something quickly."
"happiness","@janevans35 LOL I love my MacBook too. Oh and my iMac. Can't decide which I love more. OK 24&quot; iMac trumps 13&quot; MacBook"
"happiness","@JanieceLincoln Ha... Totally go for it. You're a journalism major, so it's a perfect fit."
"happiness","@JanisJ1212 haven't laughed that much in awhile"
"happiness","@jason_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !"
"happiness","@Jason25329 yeah well a deadline is in T-9 hours, that's architecture for you, oh well... mmm that coffee sounds like a good idea"
"happiness","@Jasonalbi Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once."
"happiness","@jasonhoun Haha of course! That's my favorite album of all time"
"happiness","@jasonmitchener Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!"
"happiness","@jay2busy I do now LOL."
"happiness","@JayDoub Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered!  what about u"
"happiness","@JaySodmg heyy jay, wat's going on witcha ? &amp; do you want a twitter background ? you already know i gotcha if you need anything."
"happiness","@JBCP Separate desks, computers, and sides of the room with short dividers...but, we're thinking we need them to extend to the ceiling"
"happiness","@jbrigante haha. I'm on drink #2. Cheat day for me"
"happiness","@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)"
"happiness","@jefebarrio it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy."
"happiness","@jeffparks naw...I'll keep you in. Turns out you have the odd nugget of wisdom."
"happiness","@jeffpulver Done some book signings in Manchester. Nice people up there. Enjoy the week."
"happiness","@jeffsgrippen yeah it's great!! always something interesting going on"
"happiness","@jeg007jeg yay  coutch:couch"
"happiness","@JenAlaniz Don't worry you will have Ava to distract you on the flight"
"happiness","@JennaMadison hehehehehe.....it play time now cutie!  lol lol"
"happiness","@jennifalconer thought it was rubbish  twins are cute tho!"
"happiness","@jenniferdodd I'm out of town next week   We'll have to party when I get back. Happy early Birthday!"
"happiness","@Jenniferlai7 aww, me too. today has been good for me up until like 4?"
"happiness","@jennyinmaui I just read your twitter bio. Love it. Very clever and cute. I'm all about smiles."
"happiness","@jennywoo42 we had bbq chicken pizza last night! (although it wasn't deep dish   glad to hear you had fun in p.r.!!"
"happiness","@jenrolton  awwwww  would a virtual high five make it any better?"
"happiness","@jensen_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte"
"happiness","@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha"
"happiness","@Jerrica_Perez That's great! I hope I'll study with my bff too and we'll live together. well..we will see"
"happiness","@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end."
"happiness","@jerrytrainor We never miss ICarly - my son has a huge crush on Miranda"
"happiness","@jerwjr Thank you!  I'm working on @ddlovato's"
"happiness","@jerzicua I didn't say I met *all* the awesomest people, just a bunch of them."
"happiness","@jeseekuhluv Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I'm already done with core classes"
"happiness","@jesfive SWEEEEET - San Fran is awesome!!!!  Love it there"
"happiness","@jessbooka i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!"
"happiness","@jessejane looks to be a great morning already!"
"happiness","@JessicaCorban stellar! You 2 look great"
"happiness","@JesssEv me too dawg  thanks so much!"
"happiness","@Jessums31 yup its working. they couldn't recover anything on it though"
"happiness","@Jgurl804 thanks!!!"
"happiness","@JimHunt That smile - the one in your avatar - is that a permanent condition?"
"happiness","@jimmymarsh617 awesome job last night!"
"happiness","@Jinxie_G yup - that's where I watch all my movies"
"happiness","@jjkraal Thanks! Fotoreportage coming soon"
"happiness","@jkarney  #amtarot Thank you so much!"
"happiness","@jnacool I dont understand sensex..but wow!"
"happiness","@joannaboothby freeeeeeeeeeeeeeeezING nigga im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!"
"happiness","@Joannah11 I've had @hempware for a while now, just in case. And yeah, I start work there again tomorrow. Very excited"
"happiness","@joannarobbins You are 'spot on'...I wouldn't tweet without it!! Thanks for your share tonight."
"happiness","@joaocalistro mine was good, wet but good"
"happiness","@jocalling hope our wishes come true someday."
"happiness","@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support."
"happiness","@joek949 I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?"
"happiness","@joelogic Wish I could be there too!  Enjoy your weekend! xxx"
"happiness","@joepolitics Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now..."
"happiness","@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks."
"happiness","@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy"
"happiness","@johncmayer Haha your humor makes me happy"
"happiness","@johncmayer That widewale courduroy'll get ya everytime!"
"happiness","@johnkeithhart Thanks, glad you agree wth my follow or not policy"
"happiness","@johnlegend  Thats charmingly funny"
"happiness","@JohnLusher You're welcome! It's been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL"
"happiness","@jojowright http://twitpic.com/4w24f - ooh, nice score, jojo!"
"happiness","@jomanlk I am trying my best to make my own luck"
"happiness","@jonasbrothers http://twitpic.com/3bnas - oh my god! you're adorable! ilove you so much  you are my inspiration Nick!"
"happiness","@Jonasbrothers i can't wait! its most definately going to be amazing.  &lt;3 michelle"
"happiness","@Jonasbrothers It is absolutely incredible. It's official: My FAVORITE JONAS is FRANKIE. He is the man"
"happiness","@Jonasbrothers OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes"
"happiness","@jonasbrothers please nick, say happy birthday to me. my birthday was yesterday!"
"happiness","@jonasobsessedx ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !"
"happiness","@JonathanRKnight awww such a sweetie. hope your mom has a wonderful mother's day too"
"happiness","@JonathanRKnight BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc"
"happiness","@JonathanRKnight BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc"
"happiness","@JonathanRKnight hey babe, happy to hear from you again on twitter  the today show was AMAZING!!"
"happiness","@JonathanRKnight you &amp; chicken soup &amp; I'll be good!"
"happiness","@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3"
"happiness","@jords_ good morning - you're up early! Feeling enthused to design your life?  thanks to manics for that phrase"
"happiness","@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-"
"happiness","@joshuawoodard happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!"
"happiness","@josieinthecity LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it's called &quot;Because I Said So&quot;"
"happiness","@journo_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days"
"happiness","@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
"happiness","@joycsc - THANKS ! My motivation is returning at about the rate I'm inputting coffee  !"
"happiness","@joyee0720 Thanks PP!"
"happiness","@jpallis001 John - more present than ever- even online  #edumedia09"
"happiness","@jpblogger Nothing like &quot;RocknRolla&quot; which is another good film with rock in the title"
"happiness","@jrathburn Good mornin' Jason! Ready for a fresh new week as well!"
"happiness","@jtchan83 Woo Hoo! It's time to play &quot;Name That Twune&quot;"
"happiness","@jtimberlake  Thank you and Happy Mothers Day to your Mother also SNL tonight"
"happiness","@jtimberlake love the new website"
"happiness","@jtimberlake Went to your resteraunt in NYC, it was aaaaaaaaaamazing"
"happiness","@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!"
"happiness","@juicebox07 i know how annoying that can be!  but theres a german saying'pleasant anticipation is the greatest pleasure'(own translation)"
"happiness","@jules23 I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though"
"happiness","@juliannebritton Ohhh, i really want to see Coraline, it seems really good"
"happiness","@juliannerowat HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is"
"happiness","@JulieAbel I am in Weirton Julie, way up North at the tippy top! LOL we don't think southern WV folks like us too much."
